"","OriginalMin","ImputedMinMin","ImputedMinMean","ImputedMinMax","OriginalMax","ImputedMaxMin","ImputedMaxMean","ImputedMaxMax"
"1",0.56,0.84578044141748,1.09810959786134,1.3504387543052,0.56,1.53874875464425,2.03962793122095,2.54050710779765
"2",1.44,0.809570072067547,1.0865096110299,1.36344914999226,1.44,1.46749556290543,2.00090525525238,2.53431494759933
"3",1.23,0.838967499553466,1.10764909381018,1.37633068806689,1.23,1.53263905074677,2.05598116300905,2.57932327527132
"4",1.172,0.822915438276581,1.11766998801403,1.41242453775148,1.172,1.49802008811101,2.00371785781754,2.50941562752406
"5",0.56,0.844190820674802,1.09568763366795,1.3471844466611,0.56,1.52228764565341,2.03605167030115,2.54981569494889
"6",1.05,0.824616912069366,1.11880706525136,1.41299721843335,1.05,1.46116239004495,1.97636087850406,2.49155936696317
"7",1.03015204623612,0.809818603161376,1.08208951025239,1.35436041734341,1.03015204623612,1.49310736299526,2.00565670473167,2.51820604646807
"8",1.18,0.807328539243277,1.08633878887906,1.36534903851483,1.18,1.47887014336106,1.99841943759645,2.51796873183185
"9",1.46484898469281,0.802008233533587,1.09171341056065,1.38141858758772,1.46484898469281,1.49056460091798,1.97141804924188,2.45227149756578
"10",1.4,0.814131227368909,1.09915001963149,1.38416881189406,1.4,1.46424699202472,1.99679227334761,2.5293375546705
"11",1.84,0.818150045341819,1.08153278703761,1.3449155287334,1.84,1.46333692656774,1.97655560134814,2.48977427612854
"12",1.162,0.80623883487755,1.09682758348795,1.38741633209835,1.162,1.53316039573924,2.03633116301586,2.53950193029249
"13",0.888,0.854553159693178,1.12529742861622,1.39604169753925,0.888,1.49266031381059,1.98139548648104,2.47013065915149
"14",1.288,0.813101538546607,1.08394235576526,1.35478317298392,1.288,1.50300643598157,2.00645143041623,2.50989642485089
"15",0.77,0.843994355805123,1.12354147097349,1.40308858614185,0.77,1.51716549227947,2.05339674137283,2.5896279904662
"16",0.873334707905241,0.816062489947668,1.10487873678438,1.39369498362109,0.873334707905241,1.47615101292776,1.98915323923329,2.50215546553882
"17",0.79,0.863476276483514,1.12854541435285,1.39361455222218,0.79,1.51121308231656,2.00568779016073,2.50016249800491
"18",0.79,0.83176127030961,1.12057667032982,1.40939207035004,0.79,1.48547057095249,1.97292713023241,2.46038368951233
"19",1.34545510777942,0.801232497315527,1.09256581186661,1.38389912641769,1.34545510777942,1.46876101103063,2.01966671673444,2.57057242243824
"20",1.12517304492868,0.849914878683094,1.14786623259437,1.44581758650565,1.12517304492868,1.47766114218783,1.96730428260079,2.45694742301374
"21",1.45060715401553,0.790643831017479,1.08786024540891,1.38507665980033,1.45060715401553,1.45195468748356,1.95160710572551,2.45125952396746
"22",1.58221249379478,0.786364292422057,1.07244662698005,1.35852896153805,1.58221249379478,1.46458753388381,1.98681218449165,2.50903683509949
"23",1.42,0.822874690772535,1.10711670332207,1.39135871587161,1.42,1.5291440067271,2.04791053585392,2.56667706498074
"24",0.583334707905241,0.833265230567341,1.11128898577756,1.38931274098778,0.583334707905241,1.46361703405284,2.0071203830544,2.55062373205596
"25",0.827614034677087,0.834236821233032,1.12669462611562,1.41915243099821,0.827614034677087,1.51131228587893,2.01109380701333,2.51087532814773
"26",1.14302117092752,0.799915177718892,1.08638451928135,1.37285386084381,1.14302117092752,1.46575632439716,2.0079063381087,2.55005635182024
"27",0.96478651532273,0.80946101222829,1.10487459173256,1.40028817123683,0.96478651532273,1.52501348391373,2.03513143579157,2.54524938766941
"28",0.87,0.842252979080879,1.1190311094869,1.39580923989292,0.87,1.5292369310065,2.03137369873515,2.53351046646381
"29",0.877275538897084,0.818630944403726,1.11156881747037,1.40450669053701,0.877275538897084,1.55365368111661,1.98086049532764,2.40806730953867
"30",1.5117784497401,0.84624857855086,1.08769878767795,1.32914899680504,1.5117784497401,1.50025199232196,2.02614575479753,2.55203951727309
