"","OriginalMin","ImputedMinMin","ImputedMinMean","ImputedMinMax","OriginalMax","ImputedMaxMin","ImputedMaxMean","ImputedMaxMax"
"1",0.56,0.854627634066903,1.12754135745257,1.40045508083824,0.56,1.52750362061034,1.98392257823011,2.44034153584988
"2",1.44,0.825609618920513,1.11285042924905,1.40009123957759,1.44,1.52789300001619,1.98671513866202,2.44553727730785
"3",1.23,0.820849421981938,1.10913204497324,1.39741466796454,1.23,1.50799059758078,1.98678423753952,2.46557787749826
"4",1.172,0.815890037946451,1.10354108442592,1.39119213090539,1.172,1.50440277109391,1.96370895019449,2.42301512929507
"5",0.56,0.847996029060534,1.12397322469334,1.39995042032615,0.56,1.5189200151324,1.97481816558594,2.43071631603949
"6",1.05,0.81802794197946,1.11049330082154,1.40295865966362,1.05,1.50047567939432,1.99303275153235,2.48558982367038
"7",1.03015204623612,0.823550594204797,1.11521047121286,1.40687034822093,1.03015204623612,1.50286506421881,1.99450512040998,2.48614517660116
"8",1.18,0.823422296245464,1.11559604873846,1.40776980123146,1.18,1.52381190234295,1.97173501526671,2.41965812819046
"9",1.46484898469281,0.824180336418669,1.10498425188057,1.38578816734247,1.46484898469281,1.46595349415425,1.97434527868673,2.4827370632192
"10",1.4,0.826276205752539,1.10967342577129,1.39307064579005,1.4,1.50336017267151,1.99822187918577,2.49308358570004
"11",1.84,0.822727306564953,1.08458321336125,1.34643912015755,1.84,1.48302014196665,1.98043091442553,2.47784168688441
"12",1.162,0.822076260448303,1.11209051562527,1.40210477080224,1.162,1.50175692887886,1.9815590997572,2.46136127063554
"13",0.888,0.831061601560933,1.1211869080705,1.41131221458007,0.888,1.47698499953754,1.96701115071516,2.45703730189278
"14",1.288,0.819601033352564,1.10258898677174,1.38557694019092,1.288,1.5217604029472,1.98738401713568,2.45300763132415
"15",0.77,0.845144723072916,1.13444677021465,1.42374881735637,0.77,1.49314599169067,1.98715917021394,2.48117234873721
"16",0.873334707905241,0.818676289597542,1.1099709552221,1.40126562084667,0.873334707905241,1.4991101331854,1.98075827972038,2.46240642625535
"17",0.79,0.829713624248314,1.1169877597828,1.40426189531729,0.79,1.48401674079072,1.93818468540792,2.39235263002512
"18",0.79,0.837563679304344,1.12367854326193,1.40979340721951,0.79,1.49937928615083,1.95744826582099,2.41551724549116
"19",1.34545510777942,0.813148281715709,1.09859613031763,1.38404397891954,1.34545510777942,1.49058627020719,1.98593244081509,2.48127861142298
"20",1.12517304492868,0.803398716492137,1.0970614227566,1.39072412902106,1.12517304492868,1.47815872487051,1.95546130643362,2.43276388799674
"21",1.45060715401553,0.816741382684403,1.10156577588236,1.38639016908032,1.45060715401553,1.49655287983404,1.93768634093864,2.37881980204323
"22",1.58221249379478,0.833880914129726,1.11018970750578,1.38649850088182,1.58221249379478,1.50450408755739,1.9639904217797,2.423476756002
"23",1.42,0.818631861944326,1.09833930787428,1.37804675380424,1.42,1.50815440983322,1.97608020697832,2.44400600412341
"24",0.583334707905241,0.865220602583902,1.13724420117758,1.40926779977127,0.583334707905241,1.51012409997277,1.99979932752279,2.4894745550728
"25",0.827614034677087,0.833760205016512,1.11922946157332,1.40469871813012,0.827614034677087,1.49847880892139,1.9944825003646,2.4904861918078
"26",1.14302117092752,0.818388553168206,1.10856781535121,1.39874707753421,1.14302117092752,1.51624571240719,1.99138603336315,2.46652635431911
"27",0.96478651532273,0.835802521348694,1.12124946132394,1.40669640129919,0.96478651532273,1.52478007493163,1.98642098639566,2.44806189785969
"28",0.87,0.838273984958224,1.12512725865543,1.41198053235264,0.87,1.52630519066016,1.98789325036041,2.44948131006066
"29",0.877275538897084,0.823367737749952,1.10908470972442,1.39480168169889,0.877275538897084,1.50767344028662,1.91458791898663,2.32150239768663
"30",1.5117784497401,0.812345493034659,1.09562807562017,1.37891065820569,1.5117784497401,1.50107371761723,1.9705980919661,2.44012246631496
